model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Fiesta,2015,Manual,11092,Petrol,125.0,54.3,1.2,7485
 Kuga,2019,Automatic,6000,Petrol,145.0,29.1,1.5,21999
 Fiesta,2017,Manual,23634,Petrol,150.0,65.7,1.0,10850
 Kuga,2019,Semi-Auto,9931,Diesel,145.0,38.7,2.0,23250
 Fiesta,2016,Manual,22633,Petrol,0.0,65.7,1.0,7999
 Ka+,2018,Manual,9355,Petrol,145.0,57.7,1.2,7999
 Kuga,2013,Manual,78170,Diesel,200.0,47.9,2.0,7999
 Focus,2016,Manual,13480,Petrol,20.0,60.1,1.0,9699
 Mustang,2019,Automatic,5000,Petrol,145.0,22.6,5.0,39998
 Fiesta,2017,Manual,15060,Petrol,125.0,54.3,1.2,8500
 Fiesta,2016,Manual,18912,Petrol,0.0,65.7,1.0,9998
 Focus,2019,Manual,6992,Petrol,145.0,60.1,1.0,15995
 Fiesta,2017,Manual,17766,Petrol,145.0,65.7,1.0,11495
 Fiesta,2019,Manual,8725,Petrol,145.0,58.9,1.0,14698
 Fiesta,2016,Manual,6820,Petrol,0.0,65.7,1.0,9998
 Kuga,2013,Manual,29326,Diesel,200.0,47.9,2.0,9498
 Fiesta,2017,Semi-Auto,11235,Petrol,0.0,57.7,1.0,10698
 Kuga,2016,Manual,38687,Diesel,145.0,54.3,2.0,13499
 Kuga,2017,Manual,15005,Diesel,145.0,54.3,2.0,15999
 Kuga,2017,Manual,14224,Diesel,145.0,54.3,2.0,17299
 Focus,2019,Manual,20205,Petrol,150.0,58.9,1.0,14198
 EcoSport,2016,Manual,13093,Petrol,125.0,52.3,1.0,10898
 Fiesta,2019,Semi-Auto,1434,Petrol,150.0,48.7,1.0,17298
 B-MAX,2013,Semi-Auto,44582,Petrol,165.0,44.1,1.6,5998
 Mondeo,2015,Manual,55621,Diesel,30.0,64.2,2.0,9998
 Ka+,2017,Manual,21203,Petrol,30.0,57.7,1.2,6998
 Focus,2017,Manual,24498,Diesel,145.0,67.3,2.0,16698
 Focus,2018,Manual,3124,Petrol,145.0,60.1,1.0,17298
 Kuga,2017,Manual,31073,Diesel,125.0,60.1,2.0,15498
 Kuga,2017,Manual,6345,Diesel,145.0,54.3,2.0,14298
 C-MAX,2016,Manual,26138,Diesel,20.0,68.9,1.5,9998
 Kuga,2019,Manual,593,Diesel,145.0,47.9,2.0,22998
 Focus,2018,Manual,11654,Petrol,145.0,61.4,1.0,11598
 Fiesta,2018,Manual,17532,Petrol,145.0,65.7,1.0,10498
 EcoSport,2017,Manual,36124,Petrol,160.0,44.8,1.5,8698
 Focus,2017,Manual,13558,Petrol,200.0,41.5,2.0,17498
 EcoSport,2018,Manual,13000,Diesel,145.0,67.3,1.5,12499
 Ka+,2018,Manual,7812,Petrol,145.0,47.9,1.2,9250
 Focus,2017,Manual,28113,Diesel,145.0,67.3,2.0,16250
 EcoSport,2017,Manual,24130,Petrol,150.0,52.3,1.0,9999
 Focus,2017,Manual,23973,Petrol,150.0,60.1,1.0,10999
 Kuga,2019,Manual,11858,Diesel,145.0,38.2,2.0,18494
 Fiesta,2019,Semi-Auto,26799,Petrol,145.0,48.7,1.0,13489
 Fiesta,2014,Manual,35084,Petrol,0.0,65.7,1.0,6995
 Fiesta,2018,Manual,12080,Petrol,150.0,65.7,1.0,11995
 Fiesta,2017,Manual,9621,Petrol,145.0,65.7,1.0,10498
 Focus,2017,Manual,13300,Petrol,145.0,60.1,1.0,11300
 Fiesta,2018,Manual,14024,Petrol,145.0,62.8,1.0,11800
 Focus,2017,Manual,17668,Petrol,145.0,60.1,1.0,10800
 Fiesta,2016,Manual,43121,Petrol,0.0,65.7,1.0,8300
 Focus,2018,Manual,14682,Petrol,145.0,41.5,2.0,18499
 Focus,2014,Manual,53500,Petrol,30.0,56.5,1.0,6800
 Kuga,2018,Manual,15513,Petrol,145.0,45.6,1.5,17000
 Fiesta,2017,Manual,16701,Diesel,0.0,78.5,1.5,8998
 Fiesta,2014,Manual,51892,Petrol,30.0,54.3,1.2,5698
 EcoSport,2017,Manual,20648,Petrol,160.0,44.8,1.5,8998
 Kuga,2016,Manual,38206,Diesel,145.0,54.3,2.0,14998
 Kuga,2017,Manual,13692,Diesel,145.0,54.3,2.0,18500
 Kuga,2019,Manual,12287,Petrol,145.0,39.2,1.5,19298
 Kuga,2014,Manual,49989,Diesel,160.0,47.9,2.0,10798
 Focus,2019,Manual,12699,Petrol,145.0,60.1,1.0,15998
 Fiesta,2015,Manual,36700,Petrol,0.0,65.7,1.0,7298
 EcoSport,2017,Manual,25013,Petrol,150.0,53.3,1.0,10298
 Fiesta,2017,Manual,16505,Petrol,0.0,65.7,1.0,10698
 Fiesta,2019,Manual,5887,Petrol,145.0,58.9,1.0,13998
 Kuga,2013,Manual,63508,Diesel,145.0,53.3,2.0,8298
 Focus,2016,Manual,36087,Diesel,0.0,74.3,1.5,8998
 C-MAX,2016,Manual,11117,Petrol,30.0,55.4,1.0,11298
 Grand C-MAX,2016,Manual,17197,Diesel,30.0,64.2,1.5,10498
 Kuga,2013,Manual,54000,Diesel,145.0,53.3,2.0,8995
 Fiesta,2015,Manual,27541,Petrol,0.0,65.7,1.0,7895
 Focus,2018,Manual,14682,Petrol,145.0,41.5,2.0,18390
 Ka+,2018,Manual,9662,Petrol,145.0,57.7,1.2,7795
 Focus,2017,Manual,22727,Petrol,20.0,60.1,1.0,10795
 Focus,2019,Automatic,6269,Diesel,145.0,74.3,1.5,18298
 B-MAX,2015,Manual,9708,Diesel,20.0,70.6,1.6,7698
 Kuga,2017,Manual,18075,Diesel,145.0,54.3,2.0,17698
 Kuga,2017,Manual,24885,Diesel,145.0,54.3,2.0,16998
 C-MAX,2018,Manual,3074,Petrol,145.0,55.4,1.0,12698
 Fiesta,2016,Manual,22141,Diesel,0.0,78.5,1.5,10698
 Kuga,2013,Semi-Auto,43938,Diesel,205.0,45.6,2.0,9998
 Kuga,2017,Manual,6038,Diesel,150.0,54.3,2.0,14498
 Fiesta,2017,Manual,20277,Petrol,0.0,65.7,1.0,8998
 C-MAX,2017,Manual,15297,Diesel,20.0,68.9,1.5,11998
 Focus,2019,Manual,11426,Petrol,150.0,58.9,1.0,14000
 EcoSport,2019,Manual,2951,Petrol,150.0,52.3,1.0,16250
 Fiesta,2017,Manual,28186,Petrol,0.0,65.7,1.0,9700
 Kuga,2013,Manual,38629,Petrol,200.0,42.8,1.6,9998
 Grand C-MAX,2017,Manual,14161,Diesel,30.0,64.2,1.5,10998
 Galaxy,2016,Manual,27716,Diesel,125.0,56.5,2.0,15498
 B-MAX,2013,Manual,41144,Diesel,20.0,68.9,1.5,5489
 Kuga,2019,Manual,9695,Diesel,145.0,54.3,1.5,18999
 Fiesta,2016,Manual,79125,Petrol,145.0,47.9,1.6,8449
 C-MAX,2016,Manual,46040,Diesel,30.0,61.4,1.6,8699
 C-MAX,2017,Manual,37972,Diesel,20.0,68.9,1.5,10489
 Kuga,2017,Manual,36394,Diesel,145.0,64.2,1.5,12489
 Kuga,2017,Manual,78636,Diesel,145.0,64.2,1.5,13698
 Focus,2018,Manual,21167,Diesel,145.0,67.3,2.0,18498
 B-MAX,2015,Manual,36140,Diesel,0.0,74.4,1.5,7298
 Focus,2017,Manual,13861,Petrol,145.0,60.1,1.0,9998
 Kuga,2017,Manual,22439,Diesel,145.0,54.3,2.0,17498
 S-MAX,2017,Manual,42500,Diesel,125.0,51.4,2.0,18999
 EcoSport,2017,Manual,29500,Petrol,145.0,52.3,1.0,9489
 Edge,2017,Automatic,41000,Diesel,145.0,48.7,2.0,20994
 C-MAX,2018,Manual,6484,Diesel,145.0,68.9,1.5,11998
 Fiesta,2014,Manual,39223,Petrol,30.0,54.3,1.2,6250
 Fiesta,2014,Manual,64327,Diesel,0.0,76.4,1.5,5950
 Focus,2017,Manual,13338,Diesel,0.0,74.3,1.5,10900
 Focus,2017,Manual,15121,Petrol,20.0,58.9,1.0,11200
 Focus,2017,Manual,38541,Petrol,20.0,60.1,1.0,9250
 Fiesta,2018,Manual,9542,Petrol,145.0,65.7,1.0,10300
 C-MAX,2019,Manual,3629,Petrol,145.0,49.6,1.0,13000
 Focus,2016,Manual,82616,Diesel,0.0,74.3,1.5,7000
 Fiesta,2015,Manual,21261,Petrol,0.0,65.7,1.0,9200
 S-MAX,2019,Manual,10023,Diesel,150.0,54.3,2.0,24995
 Fiesta,2016,Manual,22919,Petrol,0.0,65.7,1.0,8298
 C-MAX,2017,Manual,41697,Diesel,20.0,68.9,1.5,9298
 Focus,2019,Manual,18697,Petrol,145.0,60.1,1.0,16698
 Focus,2019,Manual,5003,Diesel,145.0,70.6,2.0,23698
 Focus,2019,Manual,6233,Diesel,145.0,74.3,1.5,20398
 Fiesta,2016,Manual,19884,Petrol,0.0,65.7,1.0,9698
 Kuga,2018,Manual,13734,Petrol,145.0,39.2,1.5,17998
 Fiesta,2019,Manual,12232,Petrol,145.0,58.9,1.0,13698
 Focus,2016,Manual,21243,Petrol,20.0,60.1,1.0,9998
 Fiesta,2016,Manual,31107,Petrol,125.0,54.3,1.2,7298
 Focus,2013,Manual,64292,Diesel,20.0,67.3,1.6,5698
 Kuga,2014,Manual,68055,Diesel,150.0,53.3,2.0,8998
 Fiesta,2018,Manual,23200,Petrol,150.0,65.7,1.0,12998
 Mondeo,2016,Manual,25800,Diesel,30.0,64.2,2.0,12498
 Tourneo Custom,2019,Manual,5100,Diesel,145.0,31.7,2.0,20990
 Tourneo Custom,2019,Manual,100,Diesel,145.0,30.1,2.0,29999
 EcoSport,2019,Manual,5636,Diesel,145.0,68.9,1.5,15489
 Focus,2019,Manual,4500,Diesel,145.0,80.7,1.5,15998
 Grand Tourneo Connect,2019,Manual,3500,Diesel,145.0,61.4,1.5,19999
 Focus,2016,Manual,61379,Diesel,0.0,74.3,1.5,8489
 Fiesta,2018,Manual,3012,Petrol,145.0,55.4,1.1,9490
 Focus,2017,Manual,11292,Petrol,125.0,51.4,1.5,12490
 Ka+,2017,Manual,19285,Petrol,150.0,57.7,1.2,6490
 Focus,2016,Manual,33352,Petrol,205.0,41.5,2.0,14790
 Focus,2017,Manual,17998,Diesel,0.0,74.3,1.5,12498
 Focus,2018,Manual,11578,Diesel,150.0,67.3,2.0,18998
 Focus,2015,Manual,29577,Diesel,20.0,67.3,1.6,9598
 Focus,2017,Manual,27704,Diesel,145.0,74.3,1.5,10498
 Fiesta,2015,Manual,19001,Petrol,125.0,54.3,1.2,7998
 Grand C-MAX,2016,Manual,39460,Diesel,30.0,64.2,1.5,9998
 Focus,2019,Manual,13325,Diesel,145.0,74.3,1.5,16250
 Focus,2019,Automatic,14464,Diesel,145.0,54.3,1.5,18450
 Focus,2018,Manual,19223,Petrol,145.0,61.4,1.0,9950
 Ka+,2019,Manual,906,Petrol,145.0,43.5,1.2,9950
 Ka+,2019,Manual,2520,Petrol,145.0,43.5,1.2,9950
 Ka+,2019,Manual,1196,Petrol,145.0,43.5,1.2,9950
 Fiesta,2015,Manual,19429,Petrol,0.0,65.7,1.0,8498
 B-MAX,2014,Manual,69078,Petrol,30.0,57.7,1.0,5998
 EcoSport,2017,Manual,37560,Petrol,145.0,53.3,1.0,9998
 Focus,2016,Manual,3155,Petrol,20.0,61.4,1.0,9998
 Focus,2019,Manual,14206,Petrol,150.0,60.1,1.0,16998
 Focus,2017,Automatic,30393,Diesel,145.0,61.4,2.0,16998
 Kuga,2014,Manual,41711,Diesel,145.0,53.3,2.0,11198
 Focus,2019,Manual,14316,Diesel,150.0,80.7,1.5,14498
 Fiesta,2016,Manual,21456,Petrol,125.0,54.3,1.2,7998
 Fiesta,2016,Manual,20682,Petrol,0.0,65.7,1.0,9998
 Focus,2019,Manual,12027,Diesel,145.0,74.3,1.5,17998
 B-MAX,2014,Manual,36727,Diesel,20.0,70.6,1.6,6498
 Kuga,2019,Automatic,8757,Petrol,145.0,28.8,1.5,19998
 EcoSport,2016,Manual,28670,Diesel,30.0,64.2,1.5,8698
 Fiesta,2017,Manual,21041,Diesel,0.0,78.5,1.5,10698
 EcoSport,2018,Manual,4223,Petrol,145.0,54.3,1.0,13698
 Fiesta,2019,Manual,9007,Petrol,145.0,58.9,1.0,13498
 Fiesta,2016,Manual,11457,Petrol,125.0,54.3,1.2,8498
 Fiesta,2014,Manual,39944,Petrol,30.0,54.3,1.2,6298
 Fiesta,2019,Manual,3578,Petrol,150.0,48.7,1.1,11698
 Kuga,2017,Manual,21167,Diesel,150.0,54.3,2.0,13998
 Fiesta,2016,Semi-Auto,31976,Petrol,145.0,47.9,1.6,8498
 Focus,2018,Manual,10149,Petrol,145.0,57.7,1.0,13998
 S-MAX,2016,Manual,50364,Diesel,125.0,56.5,2.0,14498
 Fiesta,2018,Manual,16678,Petrol,145.0,58.9,1.0,11950
 Fiesta,2019,Manual,1394,Petrol,145.0,55.4,1.1,11395
 Grand Tourneo Connect,2018,Automatic,9486,Diesel,145.0,56.6,1.5,15990
 Fiesta,2018,Manual,28138,Petrol,145.0,56.5,1.0,10990
 Kuga,2019,Manual,10351,Diesel,145.0,54.3,1.5,18489
 EcoSport,2017,Manual,29500,Petrol,145.0,52.3,1.0,9489
 Fiesta,2017,Manual,4162,Diesel,0.0,78.5,1.5,9795
 Kuga,2017,Manual,23237,Diesel,125.0,60.1,2.0,15995
 Kuga,2019,Manual,7959,Diesel,145.0,38.2,2.0,18495
 Focus,2018,Manual,10553,Diesel,145.0,74.3,1.5,11995
 Fiesta,2018,Manual,23112,Petrol,145.0,65.7,1.0,9998
 Fiesta,2019,Manual,7953,Petrol,145.0,60.1,1.0,14998
 Fiesta,2015,Manual,14422,Petrol,125.0,54.3,1.2,8000
 Focus,2017,Semi-Auto,21183,Diesel,145.0,61.4,2.0,18498
 Fiesta,2016,Manual,21446,Petrol,125.0,54.3,1.2,7998
 Fiesta,2019,Manual,7941,Petrol,145.0,58.9,1.0,12498
 Focus,2016,Manual,45256,Petrol,20.0,60.1,1.0,8498
 Fiesta,2013,Manual,54545,Petrol,0.0,65.7,1.0,5298
 Focus,2017,Manual,28761,Petrol,20.0,60.1,1.0,9998
 C-MAX,2014,Manual,31343,Petrol,30.0,55.4,1.0,7498
 Kuga,2017,Manual,24896,Diesel,125.0,60.1,2.0,15998
 Focus,2017,Manual,45854,Petrol,150.0,41.5,2.0,16998
 Fiesta,2017,Manual,18775,Petrol,125.0,54.3,1.2,8698
 Focus,2019,Manual,10386,Petrol,145.0,49.6,1.0,15998
 Fiesta,2017,Manual,20507,Petrol,125.0,54.3,1.2,8998
 Focus,2017,Semi-Auto,32384,Petrol,125.0,51.4,1.0,9998
 Fiesta,2019,Manual,10786,Petrol,145.0,55.4,1.1,10698
 Kuga,2020,Manual,1196,Diesel,150.0,38.2,2.0,20450
 C-MAX,2017,Manual,39254,Diesel,150.0,68.9,1.5,11495
 C-MAX,2017,Manual,30157,Diesel,20.0,68.9,1.5,9750
 Kuga,2019,Manual,11859,Diesel,145.0,54.3,1.5,18495
 Grand C-MAX,2019,Manual,9693,Diesel,145.0,57.7,1.5,14950
 Kuga,2018,Manual,11723,Diesel,145.0,64.2,1.5,17295
 Focus,2019,Manual,11027,Diesel,145.0,74.3,1.5,16250
 KA,2015,Manual,28322,Petrol,30.0,57.7,1.2,4998
 Fiesta,2017,Manual,23833,Petrol,0.0,65.7,1.0,8698
 Fiesta,2017,Manual,13775,Petrol,145.0,65.7,1.0,11298
 Focus,2017,Manual,14050,Petrol,145.0,60.1,1.0,10898
 Kuga,2014,Manual,34088,Diesel,160.0,47.9,2.0,11698
 B-MAX,2014,Manual,52565,Petrol,30.0,55.4,1.0,5998
 Fiesta,2017,Semi-Auto,16517,Petrol,145.0,47.9,1.6,9998
 Tourneo Connect,2019,Manual,4605,Diesel,145.0,61.4,1.5,19998
 Focus,2019,Manual,12078,Petrol,145.0,58.9,1.0,14998
 Grand C-MAX,2014,Manual,45460,Diesel,125.0,60.1,1.6,6998
 EcoSport,2016,Semi-Auto,24963,Petrol,160.0,44.8,1.5,10498
 Focus,2015,Manual,51103,Petrol,240.0,39.2,2.0,12298
 Kuga,2015,Manual,63863,Diesel,145.0,54.3,2.0,9498
 Kuga,2016,Semi-Auto,55145,Diesel,145.0,52.3,2.0,11990
 Fiesta,2017,Manual,28842,Petrol,0.0,65.7,1.0,7490
 Fiesta,2019,Manual,11060,Petrol,145.0,58.9,1.0,13698
 Focus,2017,Manual,39539,Petrol,20.0,60.1,1.0,10498
 EcoSport,2017,Semi-Auto,3652,Petrol,165.0,44.8,1.5,10798
 Kuga,2017,Manual,29667,Diesel,125.0,60.1,2.0,15998
 Focus,2016,Manual,49080,Diesel,0.0,74.3,1.5,8998
 Kuga,2015,Manual,61787,Diesel,125.0,60.1,2.0,9298
 Grand C-MAX,2017,Manual,29886,Diesel,30.0,64.2,1.5,10698
 Kuga,2017,Semi-Auto,31098,Diesel,150.0,54.3,2.0,17498
 Kuga,2017,Manual,15860,Diesel,150.0,54.3,2.0,13998
 Fiesta,2019,Manual,8263,Petrol,145.0,60.1,1.0,14998
 Fiesta,2015,Manual,13118,Petrol,0.0,65.7,1.0,8298
 Fiesta,2016,Manual,19256,Petrol,0.0,65.7,1.0,9698
 Fiesta,2017,Manual,11085,Petrol,125.0,54.3,1.2,7798
 Focus,2018,Manual,10150,Petrol,145.0,58.9,1.0,13498
 Focus,2016,Manual,46176,Diesel,0.0,74.3,1.5,9690
 Focus,2017,Manual,18506,Diesel,20.0,67.3,2.0,16498
 Fiesta,2017,Manual,11476,Petrol,145.0,65.7,1.0,11495
 EcoSport,2015,Manual,29681,Petrol,160.0,44.8,1.5,8000
 Mondeo,2015,Semi-Auto,51581,Diesel,125.0,57.7,2.0,11400
 Fiesta,2017,Manual,32994,Petrol,145.0,64.2,1.1,8250
 Fiesta,2019,Manual,12320,Petrol,145.0,58.9,1.0,10998
 EcoSport,2018,Manual,3956,Petrol,145.0,53.3,1.0,12998
 Fiesta,2014,Manual,39002,Petrol,0.0,65.7,1.0,6698
 Kuga,2018,Manual,10087,Diesel,145.0,64.2,1.5,15998
 Fiesta,2014,Manual,21284,Petrol,30.0,54.3,1.2,6498
 Focus,2017,Manual,17307,Diesel,145.0,74.3,1.5,12998
 Focus,2017,Manual,10222,Petrol,145.0,41.5,2.0,18998
 Fiesta,2015,Manual,10801,Petrol,125.0,54.3,1.2,8498
 Fiesta,2015,Manual,42477,Petrol,30.0,54.3,1.2,6998
 Kuga,2013,Semi-Auto,64718,Diesel,205.0,45.6,2.0,9498
 Fiesta,2019,Manual,3484,Petrol,150.0,48.7,1.1,11698
 Focus,2019,Manual,2958,Diesel,145.0,70.6,2.0,19300
 Focus,2017,Manual,23365,Petrol,145.0,41.5,2.0,16890
 Focus,2016,Manual,34214,Diesel,0.0,74.3,1.5,9420
 Focus,2019,Manual,5341,Petrol,145.0,60.1,1.0,15390
 Focus,2019,Manual,6736,Petrol,145.0,60.1,1.0,15370
 Focus,2015,Manual,27412,Diesel,0.0,74.3,1.5,9230
 Ka+,2017,Manual,11203,Petrol,145.0,57.7,1.2,6990
 Focus,2017,Manual,45400,Diesel,20.0,67.3,2.0,15591
 EcoSport,2018,Manual,16156,Petrol,145.0,54.3,1.0,12891
 Fiesta,2017,Automatic,8337,Petrol,145.0,54.3,1.0,10447
 Kuga,2014,Manual,71854,Diesel,145.0,53.3,2.0,8998
 B-MAX,2013,Manual,37058,Petrol,30.0,55.4,1.0,5998
 Focus,2017,Manual,28497,Diesel,145.0,74.3,1.5,11998
 KA,2014,Manual,30658,Petrol,30.0,57.7,1.2,4298
 Focus,2015,Manual,36462,Petrol,20.0,60.1,1.0,7498
 Fiesta,2013,Semi-Auto,22125,Petrol,150.0,47.9,1.6,7998
 Focus,2016,Manual,18154,Petrol,20.0,60.1,1.0,9498
 Kuga,2017,Semi-Auto,23270,Diesel,145.0,54.3,2.0,19498
 Kuga,2015,Manual,34332,Diesel,145.0,54.3,2.0,13698
 Kuga,2015,Semi-Auto,44123,Diesel,145.0,52.3,2.0,11498
 Edge,2017,Manual,29326,Diesel,200.0,47.9,2.0,20498
 Kuga,2018,Manual,13737,Diesel,145.0,64.2,1.5,16998
 Focus,2015,Manual,32492,Diesel,0.0,74.3,1.5,8998
 Focus,2018,Manual,16312,Diesel,145.0,67.3,2.0,18998
 Fiesta,2019,Manual,14698,Petrol,145.0,58.9,1.0,13898
 Fiesta,2019,Manual,20388,Petrol,145.0,58.9,1.0,13498
 Fiesta,2017,Manual,8966,Petrol,145.0,65.7,1.0,11998
 Focus,2015,Manual,56282,Diesel,20.0,67.3,1.6,8298
 Grand C-MAX,2017,Manual,12124,Diesel,30.0,64.2,1.5,11698
 Fiesta,2019,Manual,8389,Petrol,145.0,60.1,1.0,14998
 Focus,2019,Automatic,11022,Petrol,145.0,51.4,1.0,17498
 Focus,2019,Manual,7359,Diesel,145.0,74.3,1.5,17498
 Focus,2019,Manual,8657,Diesel,145.0,74.3,1.5,16998
 C-MAX,2017,Manual,19534,Diesel,20.0,68.9,1.5,10498
 Fiesta,2018,Automatic,921,Petrol,145.0,49.6,1.0,15698
 Fiesta,2015,Manual,48938,Diesel,0.0,78.5,1.5,6998
 Kuga,2017,Manual,7431,Diesel,125.0,60.1,2.0,15498
 Focus,2015,Manual,31974,Petrol,20.0,61.4,1.0,8498
 EcoSport,2015,Manual,17786,Petrol,160.0,44.8,1.5,7998
 Fiesta,2014,Manual,52627,Petrol,30.0,54.3,1.2,4698
 Fiesta,2019,Manual,10970,Petrol,145.0,58.9,1.0,11998
 Kuga,2013,Manual,32347,Diesel,200.0,47.9,2.0,10998
 Focus,2016,Manual,51324,Diesel,0.0,74.3,1.5,8998
 Fiesta,2017,Manual,6213,Petrol,125.0,54.3,1.2,9298
 C-MAX,2016,Manual,27639,Petrol,30.0,55.4,1.0,10998
 Fiesta,2013,Manual,64628,Petrol,30.0,54.3,1.2,5298
 Focus,2016,Manual,16501,Diesel,20.0,67.3,2.0,14498
 Fiesta,2015,Manual,37313,Petrol,0.0,65.7,1.0,6798
 Fiesta,2014,Manual,33154,Petrol,30.0,54.3,1.2,6998
 B-MAX,2017,Manual,13163,Petrol,145.0,55.4,1.0,9798
 EcoSport,2017,Manual,17593,Petrol,125.0,52.3,1.0,9798
 Focus,2015,Manual,13391,Petrol,20.0,61.4,1.0,9698
 C-MAX,2017,Manual,31877,Diesel,20.0,68.9,1.5,9498
 Fiesta,2019,Manual,13783,Petrol,145.0,58.9,1.0,11798
 Fiesta,2019,Manual,18115,Petrol,145.0,58.9,1.0,11698
 C-MAX,2017,Manual,34980,Petrol,30.0,55.4,1.0,9998
 Focus,2015,Manual,30149,Diesel,0.0,74.3,1.5,9698
 Focus,2017,Manual,9484,Diesel,0.0,74.3,1.5,12698
 C-MAX,2017,Manual,18250,Diesel,20.0,68.9,1.5,10498
 Fiesta,2014,Manual,15412,Petrol,0.0,65.7,1.0,7798
 Focus,2019,Automatic,4797,Diesel,145.0,64.2,2.0,19798
 Focus,2019,Automatic,2451,Diesel,145.0,64.2,2.0,19998
 Kuga,2017,Semi-Auto,23224,Diesel,145.0,58.9,1.5,16498
 Focus,2019,Automatic,6879,Diesel,145.0,51.4,2.0,19998
 Kuga,2014,Manual,45543,Diesel,145.0,53.3,2.0,9298
 Focus,2019,Automatic,2840,Diesel,145.0,74.3,1.5,18298
 Fiesta,2018,Manual,10970,Petrol,145.0,58.9,1.0,10998
 Grand C-MAX,2017,Manual,8913,Petrol,145.0,54.3,1.0,13498
 Focus,2017,Semi-Auto,14876,Petrol,125.0,51.4,1.0,12698
 Fiesta,2019,Manual,3002,Petrol,145.0,60.1,1.0,14998
 Focus,2018,Manual,5757,Petrol,145.0,41.5,2.0,20998
 Fiesta,2016,Manual,12163,Petrol,125.0,54.3,1.2,8998
 Fiesta,2019,Manual,5721,Petrol,145.0,60.1,1.0,14998
 Focus,2016,Manual,27193,Diesel,0.0,74.3,1.5,9998
 Kuga,2018,Manual,11460,Diesel,145.0,54.3,1.5,15998
 Mondeo,2016,Semi-Auto,66732,Diesel,125.0,57.7,2.0,11298
 Focus,2017,Manual,16290,Diesel,20.0,67.3,2.0,15998
 Focus,2016,Manual,32263,Petrol,200.0,41.5,2.0,14498
 Fiesta,2018,Manual,16353,Petrol,145.0,65.7,1.0,10998
 Focus,2019,Automatic,11738,Diesel,145.0,64.2,2.0,18998
 Fiesta,2015,Manual,23764,Petrol,125.0,54.3,1.2,7498
 Focus,2016,Manual,41484,Diesel,20.0,67.3,2.0,12998
 Fiesta,2017,Manual,20241,Petrol,145.0,65.7,1.0,10798
 KA,2013,Manual,45880,Petrol,30.0,57.7,1.2,4198
 Focus,2019,Manual,6092,Petrol,145.0,49.6,1.0,16998
 Focus,2017,Manual,11913,Petrol,145.0,41.5,2.0,18998
 Focus,2018,Manual,19382,Petrol,145.0,41.5,2.0,19498
 Fiesta,2017,Manual,10500,Petrol,0.0,65.7,1.0,11698
 Focus,2015,Manual,24717,Petrol,20.0,60.1,1.0,9498
 Fiesta,2019,Manual,6158,Petrol,150.0,48.7,1.1,11498
 Fiesta,2017,Manual,2360,Petrol,150.0,65.7,1.0,10998
 Focus,2019,Manual,19322,Petrol,150.0,60.1,1.0,16998
 Kuga,2016,Manual,18480,Diesel,150.0,54.3,2.0,16998
 Kuga,2014,Manual,52681,Diesel,145.0,53.3,2.0,9298
 Fiesta,2014,Manual,29095,Petrol,30.0,54.3,1.2,6998
 Focus,2016,Manual,7906,Diesel,0.0,74.3,1.5,12698
 Focus,2015,Manual,22420,Diesel,0.0,74.3,1.5,9498
 Focus,2015,Manual,18733,Diesel,0.0,74.3,1.5,9798
 Fiesta,2017,Manual,23358,Petrol,20.0,62.8,1.0,11298
 EcoSport,2016,Manual,34769,Petrol,125.0,53.3,1.0,8998
 Kuga,2017,Manual,16300,Petrol,160.0,45.6,1.5,12998
 Focus,2016,Manual,15646,Diesel,20.0,67.3,2.0,16798
 C-MAX,2016,Manual,17330,Diesel,20.0,68.9,1.5,9998
 Fiesta,2016,Manual,23771,Petrol,0.0,65.7,1.0,8198
 Fiesta,2017,Manual,6991,Petrol,145.0,65.7,1.0,10698
 Focus,2017,Manual,11469,Petrol,20.0,61.4,1.0,10698
 Fiesta,2013,Manual,54323,Petrol,30.0,54.3,1.2,4998
 Mustang,2018,Manual,20847,Petrol,145.0,20.9,5.0,29998
 Focus,2014,Manual,62855,Diesel,20.0,67.3,1.6,5998
 Focus,2019,Manual,2936,Petrol,145.0,60.1,1.0,16498
 Fiesta,2016,Manual,41271,Diesel,0.0,88.3,1.5,7498
 Focus,2017,Manual,24741,Petrol,20.0,60.1,1.0,10498
 Grand Tourneo Connect,2018,Automatic,10703,Diesel,145.0,56.6,1.5,16298
 Kuga,2017,Manual,11563,Diesel,30.0,64.2,1.5,13298
 Grand C-MAX,2017,Manual,29684,Diesel,30.0,64.2,1.5,10498
 Fiesta,2016,Manual,20809,Petrol,125.0,54.3,1.2,7298
 Fiesta,2018,Manual,10320,Petrol,145.0,56.5,1.0,11998
 Focus,2018,Manual,14579,Petrol,145.0,60.1,1.0,15498
 Ka+,2017,Manual,12392,Petrol,145.0,57.7,1.2,7798
 Fiesta,2018,Manual,7541,Petrol,145.0,55.4,1.1,10698
 Grand C-MAX,2017,Manual,6368,Diesel,30.0,64.2,1.5,11498
 Fiesta,2019,Manual,10032,Petrol,145.0,58.9,1.0,14698
 Fiesta,2019,Manual,8438,Petrol,145.0,58.9,1.0,14698
 Focus,2018,Manual,27277,Diesel,145.0,74.3,1.5,11498
 Fiesta,2016,Manual,19882,Petrol,0.0,65.7,1.0,8998
 Fiesta,2019,Manual,6432,Petrol,145.0,58.9,1.0,13998
